,State,City,Population,Violent Crime,Murder,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Total
581,California,Tulare,60848,617.9,9.9,16.4,116.7,475.0,3944.3,1176.7,2221.9,545.6,9098.1
582,California,Turlock,69730,638.2,2.9,28.7,139.1,467.5,3565.2,894.9,1940.3,730.0,8375.2
583,Alabama,Tuscaloosa,91973,519.7,4.3,40.2,184.8,290.3,4728.6,1285.2,3223.8,219.6,10452.000000000002
584,California,Tustin,77400,147.3,-,14.2,46.5,86.6,2135.7,310.1,1656.3,169.3,4551.8
585,California,Union City,71089,330.6,-,12.7,144.9,173.0,2543.3,604.9,1506.6,431.9,5735.2
586,New Jersey,Union City,67518,370.3,1.5,3,157.0,208.8,1873.6,356.9,1319.6,197.0,4483.2
587,California,Upland,75531,195.9,-,10.6,88.7,96.6,3082.2,838.1,1759.5,484.6,6545.6
588,Pennsylvania,Upper Darby Township,82978,623.1,3.6,19.3,325.4,274.8,2380.1,268.7,1975.2,136.2,5983.499999999999
589,New York,Utica,62445,658.2,1.6,36.8,201.8,418.0,4330.2,946.4,3225.2,158.5,9938.3
590,California,Vacaville,93951,261.8,3.2,25.5,77.7,155.4,2161.8,339.5,1639.2,183.1,4818.500000000001
591,Texas,Victoria,64076,632.1,7.8,48.4,73.4,502.5,4032.7,927.0,2944.9,160.7,9273.300000000001
592,New Jersey,Vineland,61252,367.3,1.6,11.4,107.8,246.5,4148.4,1133.0,2945.2,70.2,9018.400000000001
593,California,Vista,96087,483.9,1,26,149.9,307.0,1961.8,455.8,1163.5,342.4,4864.299999999999
594,California,Walnut Creek,65816,127.6,-,4.6,28.9,94.2,3114.7,677.6,2222.9,214.2,6480.099999999999
595,Massachusetts,Waltham,61725,236.5,-,19.4,38.9,178.2,1375.5,309.4,988.3,77.8,3204.6000000000004
596,Georgia,Warner Robins,69231,528.7,8.7,30.3,203.7,286.0,5747.4,1128.1,4405.5,213.8,12513.199999999999
597,Rhode Island,Warwick,82282,124.0,1.2,18.2,35.2,69.3,2572.9,405.9,2051.5,115.5,5374.3
598,Michigan,Waterford Township,72224,195.2,-,26.3,44.3,124.6,1856.7,412.6,1312.6,131.5,4077.5
599,Iowa,Waterloo,68919,682.0,5.8,92.9,100.1,483.2,3647.8,1201.4,2307.1,139.3,8560.9
600,Illinois,Waukegan,89468,469.4,2.2,52.5,178.8,235.8,3004.4,698.6,2234.3,71.5,6892.8
601,Wisconsin,Waukesha,71049,150.6,1.4,36.6,33.8,78.8,1835.4,327.9,1462.4,45.0,3933.9
602,Wisconsin,West Allis,60870,313.8,-,18.1,159.4,136.4,4793.8,906.9,3670.1,216.9,10197.3
603,Michigan,West Bloomfield Township,65157,55.3,3.1,3.1,13.8,35.3,1059.0,227.1,813.4,18.4,2222.3
604,Connecticut,West Hartford,63487,72.5,-,3.2,55.1,14.2,2669.8,382.8,2123.3,163.8,5481.500000000001
605,Michigan,Westland,83299,405.8,1.2,73.2,96.0,235.3,2893.2,690.3,1806.7,396.2,6523.499999999999
606,California,Westminster,91908,309.0,2.2,9.8,95.7,201.3,3128.1,507.0,2269.7,351.4,6862.2
607,Florida,Weston,67452,91.9,3,7.4,20.8,60.8,980.0,219.4,730.9,29.7,2133.5
608,California,Whittier,86740,284.8,-,11.5,93.4,179.8,2884.5,517.6,2026.7,340.1,6326.900000000001
609,Delaware,Wilmington,72088,1703.5,36.1,47.2,657.5,962.7,5304.6,1681.3,3117.0,506.3,13932.899999999998
610,Minnesota,Woodbury,63190,,-,,11.1,17.4,2291.5,305.4,1910.1,76.0,4611.5
611,Washington,Yakima,93419,605.9,11.8,55.7,162.7,375.7,6180.8,1683.8,3324.8,1172.1,13505.800000000001
612,California,Yorba Linda,65820,80.5,-,4.6,16.7,59.3,1195.7,338.8,808.3,48.6,2547.9
613,Pennsylvania,York Area Regional,60732,120.2,1.6,23.1,26.3,69.2,1052.2,260.2,759.1,32.9,2320.1000000000004
614,Ohio,Youngstown,66567,1027.5,33,58.6,366.5,569.4,5462.2,2612.4,2435.1,414.6,12887.7
615,California,Yuba City,65653,376.2,6.1,33.5,65.5,271.1,3018.9,763.1,1975.5,280.3,6750.6
616,Arizona,Yuma,95568,531.6,5.2,28.3,63.8,434.2,3508.5,999.3,2262.3,246.9,8046.6
617,Pennsylvania,"Abington Township, Montgomery County",55731,197.4,1.8,14.4,70.0,111.2,1979.1,296.1,1650.8,32.3,4336.9
618,Oregon,Albany,51084,86.1,0,19.6,45.0,21.5,3092.9,438.5,2470.4,184.0,6338.4
619,Louisiana,Alexandria,48449,1682.2,18.6,28.9,293.1,1341.6,7492.4,2010.4,5102.3,379.8,18301.8
620,California,Aliso Viejo,48999,87.8,0,0,12.2,75.5,847.0,208.2,612.3,26.5,1869.5
621,Florida,Altamonte Springs,42296,335.7,2.4,21.3,82.8,229.3,3057.0,427.9,2463.6,165.5,6761.799999999999
622,Pennsylvania,Altoona,46404,351.3,4.3,66.8,69.0,211.2,1946.0,487.0,1381.3,77.6,4523.400000000001
623,Iowa,Ames,59271,131.6,0,54,11.8,65.8,2453.1,491.0,1909.9,52.3,5115.5
624,Indiana,Anderson,56132,481.0,1.8,96.2,133.6,249.4,5095.1,1142.0,3584.4,368.8,11054.3
625,Iowa,Ankeny,46482,73.1,0,17.2,15.1,40.9,1385.5,305.5,1039.1,40.9,2900.1
626,Florida,Apopka,43046,339.2,2.3,30.2,137.1,169.6,3057.2,648.1,2269.7,139.4,6760.299999999999
627,Minnesota,Apple Valley,49827,,4,,32.1,36.1,2239.7,218.8,1968.8,52.2,4547.7
628,California,Arcadia,57295,99.5,0,1.7,38.4,59.3,2422.5,591.7,1701.7,129.2,5042.299999999999
629,Massachusetts,Arlington,43675,116.8,0,6.9,20.6,89.3,1179.2,229.0,925.0,25.2,2585.1
630,Massachusetts,Attleboro,44033,322.5,0,43.1,52.2,227.1,2411.8,556.4,1710.1,145.3,5425.400000000001
631,Alabama,Auburn,54785,240.9,5.5,23.7,45.6,166.1,3502.8,763.0,2646.7,93.1,7458.2
632,California,Azusa,47111,467.0,2.1,12.7,87.0,365.1,2555.7,649.5,1564.4,341.7,6030.399999999999
633,Massachusetts,Barnstable,45570,621.0,2.2,48.3,63.6,506.9,2784.7,829.5,1858.7,96.6,6761.0
634,Illinois,Bartlett,41477,74.7,0,9.6,21.7,43.4,764.3,69.9,670.3,24.1,1668.3999999999996
635,Tennessee,Bartlett,55510,237.8,0,12.6,34.2,191.0,1401.5,225.2,1124.1,52.2,3265.9999999999995
636,Ohio,Beavercreek,45563,54.9,0,13.2,28.5,13.2,2355.0,250.2,2074.1,30.7,4806.599999999999
637,Texas,Bedford,48763,293.3,2.1,20.5,59.5,211.2,2729.5,578.3,1993.3,157.9,6023.0
638,California,Bell Gardens,42769,292.3,7,4.7,156.7,123.9,1702.2,259.5,720.1,722.5,3977.2
639,Nebraska,Bellevue,51678,106.4,1.9,38.7,25.2,40.6,2209.8,299.9,1722.2,187.7,4591.8
640,Illinois,Berwyn,56933,198.5,1.8,35.1,77.3,84.3,2513.5,764.1,1566.8,182.7,5387.2
641,Massachusetts,Beverly,40150,206.7,0,19.9,32.4,154.4,1569.1,288.9,1252.8,27.4,3531.7000000000003
642,Massachusetts,Billerica,41016,136.5,2.4,24.4,17.1,92.6,1141.0,217.0,868.0,56.1,2528.2999999999997
643,Mississippi,Biloxi,45037,417.4,2.2,66.6,188.7,159.9,5033.6,1625.3,3153.0,255.3,10833.2
644,New York,Binghamton,47250,666.7,6.3,31.7,171.4,457.1,4943.9,1181.0,3665.6,97.4,11183.099999999999
645,Virginia,Blacksburg,43070,90.6,0,27.9,25.5,37.1,1102.9,185.7,875.3,41.8,2358.9000000000005
646,Minnesota,Blaine,57953,,0,,19.0,50.0,3316.5,345.1,2874.7,96.6,6701.9
647,Michigan,Bloomfield Township,41367,53.2,2.4,4.8,9.7,36.3,1092.7,256.2,795.3,41.1,2284.5
648,New Jersey,Bloomfield,47620,264.6,2.1,2.1,153.3,107.1,2286.9,552.3,1373.4,361.2,5098.8
649,Missouri,Blue Springs,52848,242.2,7.6,22.7,37.8,174.1,3343.6,492.0,2607.5,244.1,7141.3
650,Ohio,Boardman,40608,105.9,2.5,14.8,76.3,12.3,4181.4,672.3,3376.2,133.0,8557.4
651,Utah,Bountiful,43888,84.3,2.3,38.7,4.6,38.7,2141.8,325.8,1704.3,111.6,4411.1
652,Maryland,Bowie,55765,141.7,1.8,0,68.1,71.7,1624.7,313.8,1215.8,95.0,3530.8
653,Kentucky,Bowling Green,59043,320.1,6.8,61,127.0,125.3,5123.4,926.4,3932.7,264.2,10819.099999999999
654,Florida,Bradenton,50878,670.2,7.9,45.2,184.8,432.4,3982.1,1004.4,2830.3,147.4,9251.6
655,California,Brea,40253,183.8,0,5,57.1,121.7,3209.7,474.5,2613.5,121.7,6781.999999999999
656,California,Brentwood,52811,187.5,1.9,7.6,79.5,98.5,2243.9,454.5,1581.1,208.3,4853.3
657,New Jersey,Bridgewater Township,44884,29.0,0,8.9,11.1,8.9,1459.3,189.4,1236.5,33.4,2967.6
658,Pennsylvania,Bristol Township,54796,204.4,0,16.4,133.2,54.7,3146.2,662.5,2292.1,191.6,6684.700000000001
659,Massachusetts,Brookline,59658,137.5,0,6.7,52.0,78.8,1346.0,248.1,1067.8,30.2,2960.3999999999996
660,Colorado,Broomfield,58145,51.6,1.7,12,10.3,27.5,2086.2,154.8,1850.5,80.8,4261.7
661,Arizona,Buckeye,52213,103.4,5.7,1.9,21.1,74.7,2627.7,716.3,1769.7,141.7,5454.599999999999
662,Illinois,Buffalo Grove,41687,12.0,0,0,7.2,4.8,892.4,88.8,798.8,4.8,1808.8
663,Arizona,Bullhead City,40277,213.5,12.4,0,64.6,136.6,4037.0,819.3,2967.0,250.8,8488.8
664,North Carolina,Burlington,51430,789.4,3.9,33.1,204.2,548.3,5428.7,1304.7,3884.9,239.2,12399.4
665,Idaho,Caldwell,47223,256.2,2.1,14.8,14.8,224.5,2437.4,563.3,1772.4,101.6,5370.200000000001
666,California,Campbell,40339,223.1,0,44.6,79.3,99.2,4087.9,919.7,2734.3,433.8,8577.3
667,Illinois,Carol Stream,40008,90.0,0,7.5,15.0,67.5,1199.8,175.0,987.3,37.5,2572.1
668,Arizona,Casa Grande,50132,420.9,6,8,91.8,315.2,5699.0,1530.0,3857.8,311.2,12225.900000000001
669,Wyoming,Casper,56801,151.4,5.3,3.5,21.1,121.5,3464.7,639.1,2642.6,183.1,7223.5
670,Colorado,Castle Rock,50038,89.9,2,24,14.0,50.0,1331.0,203.8,1075.2,52.0,2815.9
671,California,Cathedral City,52867,385.9,3.8,18.9,128.6,234.6,2981.1,1184.1,1235.2,561.8,6711.299999999999
672,Texas,Cedar Hill,46633,227.3,0,23.6,81.5,122.2,3529.7,787.0,2560.4,182.3,7490.400000000001
673,Texas,Cedar Park,52051,209.4,0,21.1,17.3,171.0,1469.7,178.7,1254.5,36.5,3337.1000000000004
674,California,Ceres,46167,396.4,0,32.5,119.1,244.8,4202.1,853.4,2566.8,781.9,9164.5
675,California,Cerritos,49856,240.7,0,14,134.4,92.3,3750.8,884.5,2513.2,353.0,7968.9
676,North Carolina,Chapel Hill,58586,148.5,3.4,17.1,51.2,76.8,2548.4,771.5,1654.0,122.9,5373.299999999999
677,Virginia,Charlottesville,43991,450.1,4.5,38.6,113.7,293.2,3414.3,368.3,2832.4,213.7,7685.7
678,Michigan,Chesterfield Township,43474,278.3,0,16.1,32.2,230.0,2044.9,296.7,1640.1,108.1,4630.3
679,Missouri,Chesterfield,47560,48.4,0,4.2,14.7,29.4,1587.5,143.0,1402.4,42.1,3267.5
680,Massachusetts,Chicopee,55825,462.2,0,48.4,129.0,284.8,3007.6,1135.7,1657.0,215.0,6891.3
681,Ohio,Cleveland Heights,45761,367.1,0,21.9,240.4,104.9,3601.3,666.5,2768.7,166.1,7915.0
682,Tennessee,Cleveland,42068,881.9,0,68.9,92.7,720.3,5289.1,946.1,4162.3,180.7,12273.100000000002
683,California,Coachella,42034,630.4,11.9,21.4,159.4,437.7,3680.4,1008.7,1855.6,816.0,8588.199999999999
684,Florida,Coconut Creek,54651,195.8,1.8,18.3,58.6,117.1,2967.9,494.0,2314.7,159.2,6307.3
685,Idaho,Coeur d'Alene,45267,574.4,0,57.4,30.9,486.0,4369.6,952.1,3081.7,335.8,9830.5
686,Ohio,Colerain Township,58345,27.4,0,0,0.0,27.4,2668.6,270.8,2396.1,1.7,5392.0
687,Tennessee,Collierville,44690,172.3,0,11.2,15.7,145.4,1984.8,181.2,1761.0,42.5,4302.9
688,California,Colton,53431,353.7,0,18.7,157.2,177.8,3569.1,984.4,1922.1,662.5,7826.799999999999
689,Indiana,Columbus,44817,185.2,2.2,26.8,49.1,107.1,4931.2,584.6,3944.9,401.6,10203.7
690,Colorado,Commerce City,47590,357.2,14.7,56.7,35.7,250.1,2983.8,619.9,2103.4,260.6,6610.700000000001
691,New Hampshire,Concord,42815,214.9,0,51.4,44.4,119.1,2970.9,425.1,2482.8,63.1,6320.300000000001
692,Texas,Conroe,59856,369.2,3.3,21.7,123.6,220.5,3443.3,746.8,2507.7,188.8,7599.900000000001
693,Texas,Coppell,40053,67.4,0,7.5,10.0,49.9,1655.3,322.1,1295.8,37.5,3438.0
694,Florida,Coral Gables,48435,163.1,6.2,8.3,45.4,103.2,4701.1,844.4,3627.5,229.2,9713.900000000001
695,Oregon,Corvallis,55062,121.7,1.8,20,27.2,72.6,2575.3,426.8,2094.0,54.5,5372.1
696,California,Covina,48588,310.8,4.1,26.8,113.2,166.7,3398.0,808.8,2202.2,386.9,7386.599999999999
697,Illinois,Crystal Lake,40785,152.0,0,17.2,24.5,110.3,1971.3,149.6,1782.5,39.2,4229.4
698,California,Cupertino,59769,97.0,0,10,38.5,48.5,1333.5,292.8,952.0,88.7,2851.0
699,Florida,Cutler Bay,41799,296.7,2.4,12,83.7,198.6,4440.3,574.2,3638.8,227.3,9459.599999999999
700,Ohio,Cuyahoga Falls,49470,131.4,0,34.4,26.3,70.7,2575.3,464.9,1989.1,121.3,5379.000000000001
701,California,Cypress,48976,114.3,0,4.1,34.7,75.5,2078.6,373.7,1574.2,130.7,4381.7
702,California,Danville,43121,37.1,0,0,4.6,32.5,1025.0,218.0,767.6,39.4,2124.2000000000003
703,Virginia,Danville,43324,311.6,6.9,34.6,124.6,145.4,4487.1,974.1,3409.2,103.9,9555.9
704,Illinois,De Kalb,43722,448.3,0,77.8,64.0,306.5,2982.5,478.0,2449.6,54.9,6783.799999999999
705,Michigan,Dearborn Heights,57228,337.2,5.2,26.2,75.1,230.7,2201.7,655.3,1163.8,382.7,5046.5
706,Alabama,Decatur,56126,427.6,3.6,16,142.5,265.5,5190.1,1462.8,3499.3,228.1,11215.900000000001
707,California,Delano,54318,504.4,0,11,97.6,395.8,2645.5,1003.4,1016.2,625.9,6288.799999999999
708,Illinois,Des Plaines,58644,110.8,0,6.8,22.2,81.8,1604.6,233.6,1290.8,80.1,3423.9
709,Texas,Desoto,50795,259.9,2,21.7,84.7,151.6,3508.2,1224.5,2051.4,232.3,7512.599999999999
710,California,Diamond Bar,56470,97.4,0,1.8,30.1,65.5,1685.9,626.9,929.7,129.3,3564.8
711,Florida,Doral,47427,177.1,0,10.5,33.7,132.8,4982.4,493.4,4151.6,337.4,10308.4
712,Illinois,Downers Grove,48185,60.2,0,8.3,24.9,27.0,2062.9,325.8,1699.7,37.4,4237.9
713,Utah,Draper,43600,98.6,2.3,13.8,9.2,73.4,1986.2,350.9,1552.8,82.6,4153.700000000001
714,California,Dublin,47004,178.7,0,8.5,42.5,127.6,1555.2,329.8,1110.5,114.9,3459.2000000000003
715,Ohio,Dublin,42343,35.4,2.4,2.4,18.9,11.8,1284.7,226.7,1036.8,21.3,2635.6000000000004
716,Iowa,Dubuque,58460,219.0,3.4,34.2,37.6,143.7,,,1984.3,78.7,2463.2999999999997
717,Georgia,Dunwoody,47308,95.1,2.1,8.5,59.2,25.4,4073.3,572.8,3263.7,236.7,8326.2
718,New Jersey,East Brunswick Township,48009,52.1,0,0,22.9,29.2,1789.2,258.3,1491.4,39.6,3682.7000000000003
719,Connecticut,East Hartford,51431,373.3,3.9,50.6,161.4,157.5,3058.5,703.9,2000.7,353.9,6809.199999999999
720,Michigan,East Lansing,48701,238.2,0,34.9,39.0,164.3,2039.0,441.5,1427.1,170.4,4519.5
721,Rhode Island,East Providence,46994,151.1,4.3,27.7,29.8,89.4,1774.7,306.4,1342.7,125.5,3819.6000000000004
722,California,Eastvale,55439,74.0,0,1.8,27.1,45.1,1816.4,461.8,1156.2,198.4,3779.0000000000005
723,Minnesota,Edina,48932,,0,,10.2,16.3,1780.0,228.9,1514.3,36.8,3586.5
724,Washington,Edmonds,40609,140.4,2.5,9.9,49.3,78.8,2472.4,640.3,1709.0,123.1,5213.3
725,New Jersey,Egg Harbor Township,43501,227.6,0,6.9,55.2,165.5,1963.2,446.0,1443.6,73.6,4374.700000000001
726,California,El Centro,43643,380.4,4.6,16,91.7,268.1,5675.6,1681.8,3602.0,391.8,12091.4
727,Illinois,Elmhurst,44460,72.0,0,11.2,36.0,24.7,1399.0,251.9,1086.4,60.7,2930.7
728,Connecticut,Enfield,44806,67.0,0,0,26.8,40.2,1830.1,441.9,1319.0,69.2,3794.2
729,Oklahoma,Enid,49755,329.6,4,56.3,42.2,227.1,3975.5,976.8,2817.8,180.9,8549.9
730,Texas,Euless,53228,178.5,0,18.8,71.4,88.3,2983.4,608.7,2109.8,264.9,6305.0
731,Massachusetts,Everett,42476,400.2,4.7,25.9,155.4,214.2,2321.3,586.2,1417.3,317.8,5412.400000000001
732,New Jersey,Evesham Township,45849,65.4,0,4.4,17.4,43.6,1491.9,248.6,1223.6,19.6,3110.1
733,Ohio,Fairfield,42727,341.7,9.4,16.4,65.5,250.4,3131.5,454.0,2579.2,98.3,6920.6
734,New Mexico,Farmington,45328,1061.2,8.8,178.7,86.0,787.6,4116.7,732.4,3154.8,229.4,10168.1
735,Massachusetts,Fitchburg,40809,781.7,2.5,51.5,115.2,612.6,2661.2,752.3,1798.6,110.3,6831.900000000001
736,Missouri,Florissant,52243,151.2,0,5.7,55.5,90.0,2239.5,467.0,1506.4,266.1,4775.700000000001
737,Wisconsin,Fond du Lac,43319,422.4,0,80.8,25.4,316.3,2793.2,272.4,2440.0,80.8,6350.5
738,Florida,Fort Pierce,42566,1108.9,7,72.8,321.9,707.1,5462.1,1656.3,3589.7,216.1,13062.1
739,California,Fountain Valley,56674,187.0,1.8,12.4,30.0,142.9,2592.0,527.6,1875.6,188.8,5543.900000000001
740,New York,Freeport Village,43248,483.3,11.6,9.2,249.7,212.7,2023.2,490.2,1396.6,136.4,4992.099999999999
741,Texas,Galveston,49170,602.0,4.1,75.2,240.0,282.7,5021.4,1051.5,3644.5,325.4,11167.499999999998
742,California,Gardena,59802,479.9,0,21.7,279.3,178.9,2209.0,496.6,1197.3,515.0,5356.0
743,Texas,Georgetown,50304,131.2,0,27.8,9.9,93.4,1828.9,292.2,1500.9,35.8,3892.3
744,California,Gilroy,50042,317.7,6,14,135.9,161.9,3573.0,677.4,2432.0,463.6,7761.5
745,California,Glendora,50903,115.9,0,15.7,53.0,47.1,2540.1,396.8,1999.9,143.4,5296.2
746,Illinois,Glenview,44909,86.8,0,20,15.6,51.2,1066.6,256.1,788.3,22.3,2286.8999999999996
747,North Dakota,Grand Forks,53839,271.2,0,44.6,42.7,183.9,2617.1,423.5,2026.4,167.2,5731.999999999999
748,Nebraska,Grand Island,49583,326.7,0,80.7,42.4,203.7,4648.8,740.2,3749.3,159.3,9870.4
749,Colorado,Grand Junction,59516,423.4,3.4,87.4,48.7,284.0,4592.0,517.5,3856.1,218.4,9940.1
750,Texas,Grapevine,48095,147.6,2.1,27,27.0,91.5,2782.0,341.0,2287.1,153.9,5830.099999999999
751,Montana,Great Falls,59360,254.4,1.7,16.8,42.1,193.7,4696.8,539.1,3938.7,219.0,9883.8
752,New York,Greenburgh Town,43409,112.9,0,0,36.9,76.0,1359.2,152.0,1128.8,78.3,2944.1000000000004
753,Indiana,Greenwood,51746,369.1,1.9,5.8,36.7,324.7,3495.9,400.0,2981.9,114.0,7722.299999999999
754,New Jersey,Hackensack,43499,,0,9.2,78.2,,2020.7,246.0,1616.1,158.6,4119.6
755,Maryland,Hagerstown,40275,489.1,7.4,27.3,186.2,268.2,3615.1,769.7,2532.6,312.8,8173.7
756,Texas,Haltom City,44024,240.8,0,15.9,61.3,163.5,3302.7,1013.1,2001.2,288.5,7071.099999999999
757,New York,Hamburg Town,45166,77.5,0,6.6,13.3,57.6,2847.3,418.5,2351.3,77.5,5843.0
758,California,Hanford,54787,564.0,3.7,43.8,107.7,408.9,3123.0,615.1,2146.5,361.4,7326.6
759,Pennsylvania,Harrisburg,49753,1461.2,22.1,112.6,779.9,546.7,4876.1,1232.1,3326.4,317.6,12540.0
760,Virginia,Harrisonburg,50524,217.7,2,27.7,49.5,138.5,2111.9,300.8,1757.6,53.4,4629.4
761,Mississippi,Hattiesburg,46726,252.5,10.7,27.8,141.2,72.8,5709.9,802.6,4671.9,235.4,11886.3
762,Pennsylvania,Haverford Township,48599,51.4,0,0,16.5,35.0,1189.3,148.2,1012.4,28.8,2481.6000000000004
763,New York,Hempstead Village,54380,853.3,16.6,16.6,380.7,439.5,1824.2,399.0,1169.5,255.6,5321.8
764,Tennessee,Hendersonville,52781,240.6,0,11.4,24.6,204.6,1782.8,267.1,1462.6,53.0,4035.2999999999997
765,North Carolina,Hickory,40361,656.6,7.4,54.5,200.7,393.9,6541.0,1176.9,4962.7,401.4,14333.199999999999
766,California,Highland,54403,544.1,7.4,9.2,169.1,358.4,2970.4,1156.2,1266.5,547.8,7012.5
767,New Jersey,Hoboken,50794,295.3,0,21.7,84.7,189.0,1958.9,297.3,1462.8,198.8,4486.8
768,Illinois,Hoffman Estates,52148,126.6,0,24.9,49.9,51.8,1361.5,247.4,1073.9,40.3,2951.4000000000005
769,Massachusetts,Holyoke,40260,948.8,0,82,216.1,650.8,6232.0,1102.8,4855.9,273.2,14279.6
770,New Jersey,Howell Township,51379,79.8,0,1.9,17.5,60.3,1241.8,332.8,885.6,23.4,2641.2
771,North Carolina,Huntersville,48524,175.2,0,12.4,41.2,121.6,2165.9,375.1,1739.3,51.5,4669.8
772,California,Huntington Park,59079,631.4,6.8,15.2,411.3,198.0,3244.8,407.9,1723.1,1113.8,7730.3
773,Kansas,Hutchinson,42357,618.6,2.4,61.4,56.7,498.1,5947.1,1185.2,4469.2,292.7,13067.600000000002
774,Idaho,Idaho Falls,58037,239.5,0,44.8,22.4,172.3,2937.8,475.6,2345.1,117.2,6309.9
775,New York,Irondequoit Town,52045,151.8,1.9,7.7,71.1,71.1,3137.7,637.9,2397.9,101.8,6569.3
776,New Jersey,Irvington,54274,1304.5,16.6,36.9,597.0,654.1,3624.2,1037.3,1468.5,1118.4,9803.999999999998
777,New Jersey,Jackson Township,55400,,0,10.8,16.2,,1355.6,514.4,817.7,23.5,2727.3999999999996
